unix_ts,ihd,mains,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15,sub16,sub17,sub18,sub19,sub20,sub21,sub22,sub23,sub24
1455285600,2.3,2.143,0.0,0.001,0.0,0.01,0.001,0.0,0.052,0.053,0.001,0.0,0.127,0.112,0.51,0.51,0.001,0.0,0.107,0.014,0.02,0.027,0.219,0.217,0.0,0.161
1455289200,1.5,1.535,0.0,0.002,0.0,0.109,0.0,0.001,0.082,0.058,0.0,0.0,0.125,0.107,0.213,0.214,0.002,0.0,0.262,0.072,0.021,0.022,0.044,0.04,0.001,0.16
1455292800,1.4,1.322,0.0,0.001,0.0,0.002,0.001,0.0,0.084,0.05,0.001,0.0,0.125,0.106,0.24,0.241,0.001,0.0,0.154,0.004,0.02,0.039,0.043,0.049,0.0,0.161
1455296400,1.3,1.288,0.0,0.001,0.0,0.002,0.001,0.0,0.078,0.053,0.001,0.0,0.127,0.109,0.225,0.225,0.002,0.001,0.1,0.004,0.02,0.084,0.044,0.05,0.0,0.161
1455300000,1.2,1.247,0.0,0.001,0.0,0.002,0.0,0.0,0.082,0.022,0.001,0.0,0.124,0.11,0.23,0.23,0.001,0.0,0.145,0.004,0.02,0.021,0.044,0.049,0.0,0.161
1455303600,1.3,1.261,0.0,0.002,0.0,0.001,0.001,0.0,0.082,0.057,0.0,0.0,0.123,0.109,0.225,0.226,0.001,0.0,0.129,0.004,0.02,0.039,0.043,0.038,0.0,0.161
1455307200,0.7,0.703,0.0,0.001,0.0,0.002,0.001,0.0,0.084,0.051,0.001,0.0,0.121,0.107,0.015,0.015,0.002,0.0,0.005,0.004,0.02,0.022,0.044,0.048,0.0,0.16
1455310800,0.6,0.613,0.0,0.001,0.0,0.003,0.001,0.0,0.011,0.021,0.001,0.0,0.121,0.11,0.019,0.019,0.002,0.0,0.005,0.004,0.02,0.021,0.043,0.05,0.0,0.161
1455314400,0.8,0.748,0.0,0.001,0.0,0.002,0.0,0.0,0.017,0.061,0.0,0.0,0.121,0.132,0.019,0.019,0.001,0.0,0.006,0.004,0.02,0.039,0.046,0.046,0.0,0.214
1455318000,0.7,0.713,0.0,0.002,0.0,0.002,0.001,0.0,0.006,0.033,0.001,0.0,0.121,0.142,0.019,0.018,0.002,0.0,0.005,0.003,0.021,0.024,0.045,0.038,0.0,0.23
1455321600,0.9,0.962,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.045,0.001,0.0,0.128,0.138,0.019,0.019,0.001,0.0,0.005,0.004,0.02,0.021,0.118,0.204,0.001,0.228
1455325200,1.9,2.0,0.001,0.001,0.0,0.002,0.0,0.0,0.016,0.052,0.0,0.0,0.135,0.11,0.018,0.019,0.002,0.0,0.111,0.091,0.02,0.039,0.612,0.598,0.0,0.173
1455328800,3.3,3.18,0.0,0.001,0.0,0.003,0.001,0.0,0.028,0.069,0.001,0.0,0.125,0.187,0.019,0.018,0.001,0.001,0.073,0.204,0.105,0.02,1.094,1.067,0.001,0.162
1455332400,1.6,1.638,0.0,0.002,0.001,0.002,0.001,0.0,0.027,0.055,0.001,0.165,0.136,0.157,0.019,0.019,0.002,0.0,0.061,0.162,0.07,0.04,0.258,0.254,0.044,0.162
1455336000,1.9,1.845,0.0,0.001,0.0,0.001,0.001,0.0,0.028,0.053,0.001,0.488,0.121,0.186,0.019,0.019,0.001,0.0,0.028,0.202,0.091,0.035,0.217,0.168,0.018,0.167
1455339600,1.5,1.493,0.0,0.001,0.0,0.002,0.001,0.0,0.023,0.044,0.0,0.363,0.121,0.117,0.018,0.018,0.002,0.0,0.073,0.178,0.02,0.047,0.152,0.137,0.0,0.176
1455343200,2.1,2.033,0.0,0.001,0.0,0.002,0.001,0.0,0.03,0.044,0.001,0.387,0.136,0.115,0.272,0.272,0.001,0.001,0.134,0.048,0.021,0.034,0.159,0.201,0.001,0.172
1455346800,0.7,0.7,0.0,0.002,0.0,0.002,0.0,0.0,0.011,0.055,0.001,0.003,0.122,0.111,0.02,0.019,0.001,0.0,0.005,0.004,0.02,0.05,0.045,0.066,0.0,0.163
1455350400,0.6,0.622,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.022,0.001,0.0,0.121,0.106,0.019,0.019,0.002,0.0,0.005,0.004,0.021,0.023,0.044,0.069,0.0,0.156
1455354000,0.7,0.675,0.0,0.001,0.0,0.003,0.001,0.001,0.006,0.061,0.0,0.0,0.121,0.111,0.019,0.019,0.002,0.0,0.006,0.004,0.02,0.044,0.044,0.052,0.0,0.16
1455357600,0.7,0.668,0.0,0.001,0.0,0.002,0.001,0.0,0.023,0.045,0.001,0.0,0.121,0.112,0.019,0.02,0.001,0.0,0.005,0.004,0.021,0.023,0.044,0.062,0.0,0.163
1455361200,0.7,0.67,0.0,0.001,0.0,0.002,0.0,0.0,0.023,0.031,0.001,0.0,0.122,0.111,0.02,0.019,0.002,0.0,0.005,0.004,0.02,0.042,0.044,0.062,0.0,0.161
1455364800,0.6,0.637,0.0,0.002,0.0,0.002,0.001,0.0,0.015,0.054,0.001,0.0,0.12,0.102,0.019,0.019,0.001,0.0,0.005,0.004,0.021,0.022,0.044,0.044,0.0,0.161
1455368400,2.0,2.044,0.0,0.001,0.0,0.002,0.001,0.0,0.005,0.022,0.0,0.0,0.147,0.108,0.714,0.714,0.001,0.0,0.005,0.004,0.02,0.041,0.043,0.055,0.0,0.161
1455372000,2.0,1.937,0.0,0.001,0.001,0.002,0.001,0.0,0.007,0.039,0.001,0.0,0.141,0.124,0.599,0.599,0.002,0.0,0.01,0.061,0.021,0.024,0.043,0.071,0.0,0.19
1455375600,1.4,1.424,0.0,0.001,0.0,0.002,0.0,0.0,0.005,0.057,0.001,0.0,0.119,0.108,0.408,0.409,0.001,0.0,0.005,0.004,0.02,0.034,0.044,0.045,0.0,0.161
1455379200,1.2,1.163,0.0,0.001,0.0,0.002,0.001,0.0,0.007,0.024,0.0,0.0,0.125,0.109,0.289,0.291,0.002,0.0,0.006,0.004,0.021,0.031,0.043,0.046,0.0,0.161
1455382800,1.3,1.334,0.0,0.002,0.0,0.002,0.001,0.0,0.029,0.055,0.001,0.0,0.126,0.11,0.287,0.287,0.001,0.001,0.068,0.004,0.02,0.051,0.059,0.068,0.001,0.161
1455386400,1.8,1.779,0.0,0.001,0.0,0.117,0.0,0.0,0.006,0.063,0.001,0.0,0.134,0.109,0.213,0.215,0.001,0.0,0.082,0.182,0.02,0.04,0.242,0.192,0.0,0.161
1455390000,1.7,1.655,0.0,0.001,0.0,0.001,0.001,0.0,0.016,0.057,0.0,0.0,0.126,0.117,0.286,0.286,0.002,0.0,0.136,0.049,0.021,0.024,0.227,0.145,0.0,0.16
1455393600,1.7,1.711,0.0,0.002,0.0,0.002,0.001,0.0,0.006,0.023,0.001,0.0,0.123,0.279,0.243,0.241,0.001,0.0,0.03,0.004,0.159,0.041,0.212,0.183,0.0,0.16
1455397200,1.6,1.6,0.001,0.001,0.0,0.002,0.001,0.0,0.006,0.053,0.001,0.0,0.131,0.28,0.233,0.234,0.002,0.0,0.031,0.004,0.179,0.022,0.066,0.193,0.0,0.16
1455400800,1.5,1.55,0.0,0.001,0.0,0.002,0.0,0.0,0.006,0.033,0.001,0.0,0.123,0.258,0.177,0.176,0.001,0.0,0.023,0.044,0.076,0.03,0.156,0.267,0.0,0.176
1455404400,1.7,1.726,0.0,0.001,0.0,0.003,0.001,0.0,0.011,0.056,0.0,0.0,0.129,0.11,0.421,0.421,0.002,0.0,0.185,0.043,0.02,0.034,0.044,0.085,0.0,0.16
1455408000,1.7,1.592,0.0,0.001,0.0,0.002,0.001,0.0,0.022,0.032,0.001,0.0,0.117,0.109,0.297,0.298,0.001,0.001,0.339,0.041,0.02,0.022,0.044,0.076,0.001,0.167
1455411600,1.6,1.562,0.0,0.002,0.0,0.002,0.0,0.0,0.035,0.049,0.001,0.0,0.125,0.116,0.27,0.269,0.001,0.0,0.162,0.178,0.02,0.044,0.045,0.08,0.0,0.163
1455415200,2.5,2.543,0.0,0.001,0.0,0.267,0.001,0.0,0.036,0.085,0.0,0.0,0.134,0.131,0.221,0.218,0.002,0.0,0.302,0.581,0.041,0.021,0.136,0.192,0.006,0.168
1455418800,1.6,1.629,0.0,0.001,0.0,0.002,0.001,0.0,0.032,0.051,0.001,0.001,0.137,0.114,0.029,0.029,0.001,0.0,0.111,0.309,0.021,0.022,0.369,0.219,0.003,0.176
1455422400,1.9,1.842,0.0,0.001,0.0,0.002,0.0,0.0,0.073,0.029,0.001,0.0,0.142,0.1,0.297,0.299,0.002,0.0,0.243,0.12,0.02,0.059,0.144,0.122,0.026,0.162
1455426000,1.7,1.627,0.0,0.001,0.0,0.002,0.001,0.001,0.028,0.051,0.0,0.0,0.126,0.101,0.305,0.306,0.001,0.001,0.033,0.205,0.02,0.028,0.078,0.132,0.048,0.159
1455429600,1.3,1.346,0.0,0.002,0.0,0.002,0.001,0.0,0.013,0.043,0.001,0.0,0.129,0.104,0.22,0.219,0.002,0.0,0.006,0.008,0.021,0.025,0.22,0.159,0.011,0.16
1455433200,0.7,0.644,0.0,0.001,0.001,0.002,0.001,0.0,0.006,0.057,0.001,0.0,0.117,0.103,0.016,0.016,0.001,0.0,0.005,0.004,0.02,0.036,0.044,0.051,0.002,0.16
1455436800,0.6,0.598,0.0,0.001,0.0,0.002,0.0,0.0,0.006,0.023,0.0,0.0,0.122,0.099,0.019,0.019,0.002,0.0,0.005,0.004,0.021,0.022,0.046,0.05,0.001,0.156
1455440400,0.6,0.613,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.037,0.001,0.0,0.121,0.098,0.019,0.019,0.001,0.0,0.005,0.004,0.02,0.029,0.044,0.046,0.001,0.158
1455444000,0.7,0.666,0.0,0.002,0.0,0.002,0.001,0.0,0.023,0.059,0.001,0.0,0.121,0.101,0.02,0.02,0.002,0.0,0.005,0.004,0.021,0.031,0.044,0.047,0.001,0.161
1455447600,1.0,1.01,0.0,0.001,0.0,0.003,0.0,0.0,0.023,0.023,0.001,0.0,0.125,0.104,0.213,0.213,0.001,0.0,0.005,0.004,0.02,0.021,0.044,0.046,0.002,0.161
1455451200,1.2,1.271,0.0,0.001,0.0,0.002,0.001,0.0,0.015,0.038,0.0,0.0,0.132,0.098,0.335,0.335,0.002,0.0,0.005,0.004,0.021,0.032,0.045,0.046,0.001,0.158
1455454800,2.5,2.458,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.043,0.001,0.0,0.156,0.104,0.916,0.916,0.001,0.0,0.006,0.004,0.02,0.028,0.044,0.048,0.001,0.16
1455458400,1.6,1.562,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.042,0.001,0.0,0.16,0.102,0.471,0.469,0.001,0.0,0.005,0.004,0.021,0.021,0.045,0.048,0.001,0.161
1455462000,1.5,1.539,0.0,0.002,0.0,0.002,0.0,0.0,0.006,0.036,0.0,0.0,0.126,0.102,0.453,0.453,0.002,0.0,0.048,0.004,0.02,0.033,0.045,0.049,0.001,0.157
1455465600,1.8,1.75,0.001,0.001,0.0,0.002,0.001,0.0,0.006,0.052,0.001,0.0,0.137,0.112,0.468,0.468,0.001,0.001,0.154,0.017,0.02,0.029,0.044,0.048,0.0,0.187
1455469200,1.8,1.83,0.0,0.001,0.0,0.148,0.001,0.0,0.005,0.055,0.057,0.0,0.125,0.104,0.246,0.247,0.002,0.0,0.226,0.066,0.02,0.027,0.214,0.12,0.0,0.166
1455472800,2.4,2.382,0.0,0.001,0.0,0.002,0.0,0.0,0.007,0.061,0.14,0.0,0.128,0.118,0.234,0.235,0.001,0.0,0.023,0.121,0.021,0.039,0.612,0.447,0.001,0.191
1455476400,3.2,3.183,0.0,0.002,0.0,0.002,0.001,0.0,0.005,0.047,0.001,0.0,0.124,0.117,0.287,0.287,0.002,0.0,0.005,0.018,0.02,0.055,1.062,0.949,0.0,0.199
1455480000,2.7,2.675,0.0,0.001,0.0,0.002,0.0,0.0,0.006,0.037,0.0,0.0,0.128,0.102,0.279,0.279,0.001,0.0,0.005,0.004,0.02,0.021,0.816,0.814,0.0,0.16
1455483600,1.4,1.312,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.095,0.001,0.0,0.125,0.102,0.236,0.235,0.002,0.0,0.005,0.004,0.02,0.029,0.151,0.139,0.0,0.158
1455487200,2.1,2.239,0.0,0.001,0.0,0.002,0.391,0.345,0.006,0.061,0.001,0.0,0.128,0.102,0.253,0.252,0.001,0.0,0.032,0.028,0.02,0.032,0.209,0.216,0.001,0.158
1455490800,3.9,3.779,0.0,0.002,0.001,0.003,1.187,1.013,0.015,0.115,0.047,0.001,0.135,0.102,0.241,0.243,0.002,0.0,0.168,0.076,0.02,0.03,0.07,0.148,0.0,0.16
1455494400,1.8,1.819,0.0,0.001,0.0,0.002,0.001,0.0,0.042,0.184,0.14,0.0,0.125,0.157,0.244,0.243,0.001,0.0,0.143,0.053,0.076,0.046,0.084,0.117,0.0,0.16
1455498000,2.8,2.867,0.0,0.002,0.0,0.002,0.846,0.75,0.041,0.047,0.001,0.0,0.124,0.215,0.032,0.033,0.002,0.001,0.018,0.082,0.128,0.038,0.207,0.118,0.0,0.18
1455501600,3.7,3.571,0.0,0.001,0.0,0.193,0.858,0.716,0.045,0.069,0.0,0.0,0.13,0.113,0.201,0.202,0.001,0.0,0.039,0.196,0.021,0.029,0.332,0.255,0.0,0.17
1455505200,1.2,1.198,0.0,0.001,0.0,0.002,0.001,0.0,0.07,0.063,0.001,0.0,0.132,0.103,0.019,0.019,0.002,0.0,0.103,0.108,0.02,0.041,0.179,0.173,0.0,0.161
1455508800,1.5,1.566,0.0,0.001,0.0,0.003,0.001,0.0,0.062,0.044,0.001,0.0,0.125,0.106,0.238,0.237,0.001,0.0,0.085,0.079,0.021,0.022,0.226,0.128,0.016,0.17
1455512400,1.6,1.531,0.0,0.002,0.0,0.002,0.001,0.0,0.056,0.062,0.001,0.0,0.126,0.119,0.233,0.234,0.002,0.0,0.018,0.077,0.02,0.042,0.175,0.148,0.018,0.195
1455516000,1.1,1.127,0.0,0.001,0.0,0.002,0.0,0.0,0.051,0.057,0.0,0.0,0.129,0.104,0.166,0.166,0.001,0.0,0.088,0.034,0.021,0.023,0.064,0.057,0.001,0.162
1455519600,0.7,0.707,0.0,0.001,0.0,0.002,0.001,0.0,0.046,0.05,0.001,0.0,0.124,0.103,0.015,0.016,0.002,0.0,0.024,0.004,0.02,0.04,0.043,0.055,0.0,0.16
1455523200,0.7,0.669,0.0,0.002,0.0,0.002,0.001,0.0,0.042,0.044,0.001,0.0,0.122,0.104,0.019,0.019,0.001,0.0,0.005,0.004,0.021,0.032,0.043,0.049,0.001,0.157
1455526800,0.7,0.647,0.0,0.001,0.0,0.002,0.0,0.0,0.041,0.037,0.0,0.0,0.122,0.101,0.02,0.019,0.002,0.001,0.005,0.004,0.02,0.021,0.044,0.049,0.0,0.158
1455530400,0.7,0.697,0.0,0.001,0.0,0.002,0.001,0.0,0.041,0.065,0.001,0.0,0.121,0.105,0.019,0.019,0.001,0.0,0.005,0.004,0.021,0.041,0.043,0.048,0.0,0.159
1455534000,0.6,0.641,0.001,0.001,0.0,0.003,0.001,0.0,0.041,0.025,0.001,0.0,0.122,0.101,0.02,0.02,0.002,0.0,0.005,0.004,0.02,0.022,0.044,0.049,0.0,0.159
1455537600,0.7,0.667,0.0,0.001,0.0,0.002,0.001,0.0,0.043,0.042,0.001,0.0,0.122,0.106,0.019,0.019,0.001,0.0,0.005,0.004,0.021,0.03,0.043,0.047,0.0,0.16
1455541200,2.1,2.09,0.0,0.002,0.0,0.001,0.0,0.0,0.041,0.025,0.001,0.0,0.149,0.099,0.728,0.729,0.002,0.0,0.005,0.004,0.02,0.032,0.043,0.047,0.001,0.161
1455544800,1.6,1.563,0.0,0.001,0.0,0.002,0.001,0.0,0.041,0.043,0.0,0.0,0.118,0.101,0.478,0.478,0.001,0.0,0.005,0.004,0.02,0.021,0.043,0.048,0.0,0.158
1455548400,1.6,1.637,0.0,0.001,0.0,0.102,0.001,0.0,0.047,0.087,0.001,0.0,0.13,0.104,0.212,0.21,0.001,0.0,0.05,0.094,0.021,0.132,0.162,0.122,0.0,0.16
1455552000,1.6,1.596,0.0,0.001,0.001,0.002,0.001,0.0,0.024,0.038,0.001,0.0,0.127,0.131,0.257,0.257,0.002,0.0,0.061,0.043,0.02,0.028,0.23,0.147,0.0,0.225
1455555600,1.6,1.596,0.0,0.001,0.0,0.002,0.0,0.0,0.075,0.039,0.0,0.0,0.125,0.131,0.293,0.293,0.001,0.0,0.133,0.037,0.02,0.046,0.061,0.11,0.0,0.229
1455559200,1.5,1.581,0.0,0.002,0.0,0.002,0.001,0.0,0.079,0.04,0.001,0.0,0.132,0.134,0.233,0.232,0.002,0.0,0.156,0.038,0.02,0.032,0.074,0.171,0.0,0.232
1455562800,1.4,1.34,0.0,0.001,0.0,0.002,0.001,0.0,0.078,0.054,0.001,0.0,0.117,0.132,0.136,0.135,0.001,0.0,0.154,0.038,0.02,0.031,0.117,0.088,0.001,0.233
1455566400,3.5,3.431,0.0,0.001,0.0,0.167,0.001,0.001,0.037,0.086,0.0,0.001,0.129,0.119,0.146,0.145,0.002,0.001,0.074,0.055,0.021,0.022,1.081,1.148,0.0,0.194
1455570000,2.8,2.849,0.0,0.001,0.0,0.002,0.0,0.0,0.005,0.045,0.001,0.0,0.13,0.131,0.279,0.28,0.001,0.0,0.005,0.038,0.02,0.022,0.803,0.853,0.0,0.233
1455573600,1.6,1.584,0.0,0.002,0.0,0.003,0.001,0.0,0.007,0.05,0.001,0.0,0.116,0.134,0.027,0.026,0.001,0.0,0.006,0.038,0.02,0.04,0.401,0.482,0.001,0.228
1455577200,1.7,1.598,0.0,0.001,0.0,0.002,0.001,0.0,0.005,0.039,0.001,0.0,0.13,0.265,0.246,0.246,0.002,0.0,0.005,0.048,0.118,0.025,0.096,0.182,0.0,0.186
1455580800,1.6,1.632,0.0,0.001,0.0,0.002,0.0,0.0,0.054,0.061,0.0,0.0,0.129,0.108,0.22,0.22,0.001,0.0,0.245,0.193,0.021,0.022,0.053,0.132,0.0,0.17
1455584400,2.4,2.522,0.0,0.001,0.0,0.222,0.001,0.0,0.017,0.077,0.001,0.0,0.13,0.108,0.08,0.08,0.002,0.001,0.301,0.264,0.02,0.035,0.519,0.498,0.0,0.165
1455588000,2.0,1.949,0.0,0.001,0.0,0.002,0.001,0.0,0.047,0.068,0.0,0.177,0.146,0.111,0.213,0.212,0.001,0.0,0.116,0.275,0.021,0.03,0.213,0.131,0.002,0.182
1455591600,2.2,2.201,0.0,0.002,0.001,0.002,0.001,0.0,0.064,0.063,0.001,0.511,0.129,0.166,0.2,0.2,0.002,0.0,0.151,0.11,0.092,0.022,0.217,0.11,0.0,0.157
1455595200,2.0,1.889,0.0,0.001,0.0,0.002,0.357,0.299,0.015,0.056,0.001,0.01,0.126,0.11,0.108,0.108,0.001,0.0,0.062,0.034,0.021,0.035,0.221,0.145,0.001,0.176
1455598800,1.9,1.838,0.0,0.001,0.0,0.002,0.162,0.092,0.014,0.038,0.001,0.354,0.126,0.105,0.228,0.229,0.001,0.0,0.018,0.004,0.02,0.041,0.126,0.115,0.0,0.161
1455602400,0.9,0.973,0.001,0.002,0.0,0.002,0.001,0.0,0.013,0.041,0.001,0.001,0.126,0.102,0.179,0.179,0.002,0.0,0.01,0.006,0.021,0.024,0.043,0.062,0.0,0.157
1455606000,0.7,0.633,0.0,0.001,0.0,0.002,0.001,0.0,0.009,0.044,0.0,0.0,0.121,0.105,0.017,0.017,0.001,0.0,0.005,0.004,0.02,0.022,0.044,0.059,0.001,0.16
unix_ts,ihd,mains,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15,sub16,sub17,sub18,sub19,sub20,sub21,sub22,sub23,sub24
1454832000,0.6,0.611,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.026,0.0,0.0,0.117,0.108,0.019,0.019,0.002,0.0,0.005,0.004,0.02,0.024,0.042,0.061,0.0,0.154
1454835600,0.7,0.633,0.0,0.001,0.0,0.003,0.0,0.0,0.006,0.048,0.001,0.0,0.116,0.109,0.02,0.019,0.001,0.0,0.005,0.004,0.02,0.021,0.047,0.057,0.0,0.155
1454839200,0.6,0.634,0.0,0.001,0.0,0.002,0.001,0.0,0.024,0.03,0.001,0.0,0.116,0.106,0.019,0.019,0.002,0.0,0.005,0.004,0.021,0.038,0.042,0.045,0.0,0.158
1454842800,0.7,0.665,0.0,0.002,0.0,0.002,0.001,0.0,0.023,0.063,0.001,0.0,0.135,0.108,0.019,0.02,0.001,0.0,0.005,0.004,0.02,0.02,0.043,0.04,0.0,0.158
1454846400,0.8,0.751,0.0,0.001,0.0,0.002,0.001,0.0,0.015,0.155,0.0,0.0,0.133,0.108,0.019,0.019,0.002,0.0,0.005,0.004,0.02,0.022,0.042,0.045,0.0,0.158
1454850000,0.6,0.657,0.0,0.001,0.0,0.002,0.0,0.0,0.005,0.046,0.001,0.0,0.134,0.112,0.02,0.019,0.001,0.0,0.005,0.004,0.021,0.037,0.042,0.047,0.001,0.159
1454853600,0.8,0.757,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.033,0.0,0.0,0.266,0.108,0.019,0.019,0.002,0.0,0.006,0.004,0.02,0.021,0.042,0.049,0.0,0.158
1454857200,0.7,0.757,0.0,0.002,0.0,0.002,0.001,0.0,0.006,0.045,0.001,0.0,0.187,0.111,0.018,0.019,0.001,0.0,0.005,0.004,0.02,0.03,0.074,0.072,0.0,0.159
1454860800,1.5,1.564,0.0,0.001,0.0,0.002,0.0,0.0,0.006,0.042,0.001,0.0,0.143,0.109,0.019,0.019,0.002,0.001,0.026,0.004,0.02,0.03,0.445,0.536,0.0,0.158
1454864400,1.6,1.648,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.069,0.102,0.0,0.141,0.111,0.018,0.019,0.001,0.0,0.013,0.006,0.021,0.041,0.438,0.496,0.001,0.161
1454868000,3.2,3.18,0.0,0.002,0.0,0.002,0.0,0.0,0.006,0.048,0.1,0.0,0.141,0.114,0.062,0.061,0.002,0.0,0.009,0.004,0.02,0.046,1.124,1.27,0.0,0.169
1454871600,2.9,2.756,0.0,0.001,0.0,0.003,0.001,0.0,0.005,0.035,0.001,0.0,0.129,0.106,0.472,0.473,0.001,0.0,0.005,0.003,0.019,0.023,0.582,0.737,0.001,0.159
1454875200,1.6,1.673,0.0,0.001,0.0,0.002,0.001,0.0,0.007,0.05,0.0,0.0,0.116,0.111,0.254,0.255,0.002,0.0,0.005,0.004,0.02,0.042,0.23,0.414,0.0,0.159
1454878800,1.7,1.649,0.0,0.001,0.001,0.003,0.001,0.001,0.005,0.037,0.001,0.0,0.124,0.109,0.251,0.25,0.001,0.0,0.011,0.004,0.02,0.026,0.206,0.439,0.0,0.158
1454882400,4.4,4.352,0.0,0.002,0.0,0.004,1.474,1.279,0.006,0.054,0.0,0.0,0.133,0.122,0.224,0.226,0.001,0.001,0.03,0.004,0.02,0.064,0.222,0.308,0.001,0.177
1454886000,2.3,2.324,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.045,0.001,0.0,0.124,0.112,0.225,0.224,0.002,0.0,0.027,0.004,0.02,0.021,0.585,0.766,0.0,0.158
1454889600,1.5,1.437,0.001,0.001,0.0,0.002,0.0,0.0,0.006,0.043,0.001,0.0,0.12,0.11,0.221,0.222,0.001,0.0,0.017,0.013,0.02,0.049,0.205,0.247,0.0,0.158
1454893200,1.4,1.377,0.0,0.001,0.0,0.002,0.001,0.001,0.006,0.05,0.0,0.0,0.121,0.11,0.221,0.221,0.002,0.0,0.005,0.049,0.02,0.022,0.206,0.18,0.0,0.159
1454896800,1.4,1.411,0.0,0.002,0.0,0.002,0.001,0.0,0.006,0.031,0.001,0.0,0.121,0.112,0.254,0.259,0.001,0.0,0.004,0.049,0.02,0.039,0.205,0.144,0.001,0.159
1454900400,1.4,1.417,0.0,0.001,0.0,0.002,0.0,0.0,0.005,0.055,0.001,0.0,0.123,0.111,0.238,0.239,0.001,0.0,0.005,0.049,0.02,0.023,0.207,0.18,0.0,0.157
1454904000,1.4,1.502,0.0,0.001,0.0,0.002,0.001,0.0,0.007,0.036,0.0,0.001,0.129,0.107,0.287,0.288,0.002,0.0,0.005,0.049,0.02,0.028,0.23,0.15,0.0,0.159
1454907600,1.7,1.64,0.0,0.001,0.0,0.002,0.001,0.0,0.012,0.041,0.001,0.0,0.131,0.106,0.194,0.195,0.001,0.0,0.162,0.182,0.02,0.035,0.161,0.233,0.004,0.158
1454911200,1.8,1.692,0.0,0.002,0.0,0.002,0.0,0.0,0.048,0.05,0.001,0.0,0.138,0.105,0.255,0.256,0.002,0.001,0.169,0.04,0.02,0.04,0.221,0.18,0.004,0.158
1454914800,0.7,0.673,0.0,0.001,0.0,0.002,0.001,0.0,0.013,0.029,0.0,0.0,0.118,0.105,0.019,0.019,0.001,0.0,0.005,0.004,0.02,0.039,0.07,0.067,0.001,0.159
1454918400,0.6,0.652,0.0,0.001,0.0,0.002,0.001,0.0,0.013,0.049,0.001,0.0,0.118,0.107,0.019,0.019,0.002,0.0,0.007,0.004,0.021,0.024,0.044,0.066,0.0,0.154
1454922000,0.7,0.633,0.0,0.001,0.0,0.002,0.001,0.0,0.007,0.036,0.001,0.0,0.118,0.109,0.019,0.019,0.001,0.0,0.005,0.004,0.02,0.039,0.044,0.052,0.001,0.154
1454925600,0.6,0.641,0.0,0.002,0.0,0.002,0.0,0.0,0.024,0.037,0.001,0.0,0.118,0.109,0.019,0.019,0.002,0.0,0.005,0.004,0.02,0.021,0.043,0.058,0.0,0.157
1454929200,0.7,0.653,0.0,0.001,0.0,0.002,0.001,0.0,0.024,0.047,0.0,0.0,0.118,0.111,0.019,0.019,0.001,0.0,0.005,0.004,0.02,0.027,0.043,0.054,0.0,0.157
1454932800,1.0,1.163,0.0,0.001,0.0,0.003,0.001,0.0,0.014,0.146,0.001,0.0,0.126,0.109,0.226,0.225,0.002,0.0,0.005,0.004,0.02,0.031,0.044,0.048,0.0,0.157
1454936400,2.4,2.42,0.0,0.001,0.0,0.002,0.001,0.0,0.006,0.032,0.0,0.0,0.15,0.108,0.908,0.91,0.001,0.0,0.005,0.004,0.02,0.021,0.042,0.052,0.0,0.157
1454940000,1.3,1.151,0.0,0.002,0.0,0.002,0.0,0.0,0.052,0.053,0.001,0.0,0.169,0.105,0.169,0.169,0.001,0.0,0.106,0.004,0.02,0.04,0.044,0.056,0.001,0.157
1454943600,0.9,0.89,0.0,0.001,0.001,0.002,0.001,0.0,0.077,0.03,0.001,0.0,0.171,0.11,0.019,0.019,0.002,0.0,0.155,0.006,0.02,0.021,0.043,0.051,0.0,0.16
1454947200,1.0,0.97,0.0,0.001,0.0,0.001,0.001,0.0,0.085,0.05,0.0,0.0,0.137,0.131,0.018,0.019,0.001,0.0,0.159,0.012,0.019,0.031,0.044,0.048,0.0,0.213
1454950800,1.3,1.256,0.0,0.001,0.0,0.002,0.0,0.0,0.081,0.06,0.001,0.0,0.126,0.132,0.019,0.019,0.002,0.001,0.026,0.012,0.021,0.06,0.221,0.253,0.0,0.219
1454954400,1.1,1.091,0.0,0.002,0.0,0.002,0.001,0.0,0.087,0.054,0.001,0.0,0.118,0.134,0.019,0.018,0.001,0.0,0.005,0.004,0.02,0.023,0.236,0.15,0.0,0.216
1454958000,0.9,0.983,0.0,0.001,0.0,0.003,0.001,0.0,0.085,0.033,0.0,0.0,0.118,0.116,0.018,0.019,0.002,0.0,0.005,0.004,0.02,0.029,0.233,0.129,0.0,0.167
